Frontend running at http://localhost:3000
1:20:39 AM - /sw.js
1:20:43 AM - /sw.js
1:20:44 AM - /images/icon-192x192.png
1:20:44 AM - /images/icon-192x192.png
1:20:45 AM - /sw.js
1:20:47 AM - /sw.js
1:20:48 AM - /sw.js
1:20:49 AM - /api/auth/login
1:20:51 AM - /api/auth/login
1:20:52 AM - /api/auth/login
1:20:52 AM - /api/auth/login
